crp_nm,crp_nm_e,crp_nm_i,stock_cd,ceo_nm,crp_cls,crp_no,bsn_no,adr,hm_url,ir_url,phn_no,fax_no,ind_cd,est_dt,acc_mt
주엄지하우스,EOMJIHOUSE Co Ltd,엄지하우스,224810,정재호 손기근,N,1101110427074,2298105172,서울특별시 강남구 테헤란로28길 25,www.eomjihouse.co.kr,,025507840,025507891,424,19860515,12
주지오엠씨,GEOMC CO LTD,지오엠씨,033030,임영현,E,1101110418940,2208128009,서울특별시 금천구 디지털로 130 가산동 남성프라자에이스9차 514호,www.geomc.co.kr,,025866874,025868736,26,19860226,12
주큐로,CURO CO LTD,큐로,015590,서상훈,Y,1812110002275,6108102779,울산광역시 남구 처용로 26037,www.curo.co.kr,,0522789000,0522789150,29176,19810930,12
주대한과학,DAIHAN SCIENTIFIC CO Ltd,대한과학,131220,서정구서현정공동대표,K,1101110948997,1018125905,강원도 원주시 지정면 신평석화로 326 대한과학,www.daihansci.co.kr,http://www.daihan-sci.com/,0337377500,0337377509,4659,19930619,12
우수AMS주,WOOSU AMS CO LTD,우수AMS,066590,전종인,K,1943110003995,6088121958,경남 창원시 신촌동 1924번지,woosu.co.kr,,0552745011,0552745016,303,19950613,12
주솔트웍스,Soltworks Co Ltd,솔트웍스,230980,김기호,K,1101115868041,7218600251,서울특별시 구로구 디지털로33길 11 405호1204호 구로동 에이스테크노타워8차,없음,,0269155342,0269155804,582,20151022,12
주세아제강,SeAH Steel Corporation,세아제강,306200,이휘령 김석일,Y,1101116860640,5688601173,서울특별시 마포구 양화로 45,www.seahsteel.co.kr,,0269701000,0269701198,2413,20180903,12
상신브레이크주,SANGSIN BRAKE,상신브레이크,041650,김효일 박세종,Y,1741110000527,5148103617,대구광역시 달성군 논공읍 논공중앙로33길 10,www.sangsin.com,,0536169555,0536169559,303,19750813,12
새론오토모티브주,SAERONAUTOMOTIVE CORPORRATION,새론오토모티브,075180,서인석 이시이 야스지,Y,1615110030026,3128135376,충청남도 천안시 동남구 병천면 가전5길 133,www.saeronauto.co.kr,,0415604114,0415609219,303,19990331,12
주리노스,LEENOS CORP,리노스,039980,김웅 박병근 각자 대표이사,K,1101110747414,2148607396,서울특별시 서초구 효령로 317 대한건축사협회 56층,www.leenos.co.kr,,0234896800,0234896805,474,19910201,12
주식회사 피피아이,PHOTONICS PLANAR INTEGRATION TECHNOLOGY INC,피피아이,,김진봉,E,2001110105176,4098149801,광주광역시 북구 첨단과기로 345 주피피아이,www.ppitek.com,www.ppitek.com,0629720116,0629720117,26410,19990921,12
그랜드백화점주,Grand Departmentstore CoLtd,그랜드백화점,019010,김만진,K,1101110252405,1208114656,서울특별시 강남구 선릉로62길 15,www.granddept.co.kr,www.granddept.co.kr,0236650101,0226572249,47111,19790427,12
케이비캐피탈주,KB CAPITAL CO LTD,케이비캐피탈,021960,황수남,E,1301110013499,1248125121,경기도 수원시 팔달구 효원로 295,www.kbcapital.co.kr,,0215441200,0312208188,64911,19890912,12
주광진윈텍,KWANGJINWINTECCOLTD,광진윈텍,090150,신규진,K,1845110020244,6218132365,부산광역시 기장군 장안읍 장안산단9로 110,www.kwangjinwintec.com,ir@kwangjinwintec.com,0517112222,0517112525,303,19990206,12
롯데정밀화학주,LOTTE Fine Chemical Co Ltd,롯데정밀화학,004000,이홍열,Y,1812110000013,6108100029,울산광역시 남구 여천로217번길 19,www.lottefinechem.com,,05227061124,03180613146,20119,19640827,12
현대차증권주,HYUNDAI MOTOR SECURITIES COLTD,현대차증권,001500,이용배,Y,1101110019962,1168134691,서울특별시 영등포구 국제금융로2길 32,www.hmcib.com,,0237872114,027820086,66121,19550726,12
애경유화주,AEKYUNG PETROCHEMICAL CO LTD,애경유화,161000,임재영,Y,1101114951243,1138663305,서울특별시 구로구 공원로 7,www.akp.co.kr,,028502000,028388434,201,20120903,12
한국전력기술주,KEPCO Engineering  Construction Company Inc,한전기술,052690,이배수,Y,1101110186307,1208101490,경상북도 김천시 혁신로 269 율곡동,www.kepco-enc.com,,0312893114,0312894419,72129,19751001,12
삼화전자공업주,SAMWHA ELECTRONICS COLTD,삼화전자공업,011230,오영주 송정권각자대표,Y,1348110000563,1248102768,경기도 용인시 처인구 남사면 경기동로 215 삼화전자공업주,www.samwha.co.kr,,0313745501,025467354,265,19760401,12
에스케이에이씨피씨제4호기업인수목적주,SK ACPC NO4 SPECIAL PURPOSE ACQUISITION CO LTD,SK4호스팩,307070,박신규,K,1101116852738,1238701185,서울특별시 영등포구 국제금융로8길 31 4층,,,0237739151,,661,20180824,12
주아모레퍼시픽,AMOREPACIFIC CORP,아모레퍼시픽,090430,서경배 안세홍,Y,1101113471036,1068643373,서울특별시 용산구 한강대로 100 한강로2가,www.apgroup.com,,0260405114,0260406349,20423,20060601,12
주아이씨케이,ICK Co Ltd,아이씨케이,068940,김남주,K,1701110141812,5018123451,대구광역시 달서구 호산동로7길 17,www.cardnsoft.com,,0535923433,0535923438,26293,19981110,12
주엘오티베큠,LOTVacuumCoLtd,엘오티베큠,083310,오흥식,K,1615110049069,3128156143,경기도 안성시 공단1로 68,www.lotvacuum.com,,0316774431,0316774434,29271,20020323,12
엘아이지넥스원주,LIG Nex1 Co Ltd,LIG넥스원,079550,김지찬,Y,1101111516933,2158635051,경기도 용인시 기흥구 마북로 207 엘아이지넥스원주,www.lignex1.com,,1644  2005,0220055392,25200,19980225,12
주바른테크놀로지,BARUN Technology COLTD,바른테크놀로지,029480,김동섭,K,1101110779152,2208110756,서울특별시 강남구 강남대로 262 18층도곡동 캠코양재타워,www.kdccorp.co.kr,,02 34590620,0234590539,26410,19910527,12
주테크윙,Techwing Inc,테크윙,089030,나윤성,K,1348110072942,1248198532,경기도 화성시 동탄면 동탄산단6길 37,techwing.co.kr,,0313785640,0313785648,29271,20020801,12
주정다운,JUNGDAWN Co Ltd,정다운,208140,김 선 철,K,1101115542497,1078831874,전라남도 나주시 동수농공단지길 13717 주정다운,,,0269237426,0269237986,101,20141020,12
주효성,HYOSUNG CORPORATION,효성,004800,HyunJun Cho KyooYoung Kim,Y,1101110030497,1058159519,서울특별시 마포구 마포대로 119 공덕동,www.hyosung.com,,027077000,7076498,20501,19661103,12
주포메탈,FORMETAL CO LTD,포메탈,119500,오호석,K,1301110010669,1348106140,충청남도 서산시 지곡면 무장산업로 2297,www.formetal.co.kr,,0416706200,0416687316,259,19691015,12
주엘에이티,LAT CO LTD,엘에이티,,김흥환,E,1358110325457,5108135927,경기도 오산시 가장산업서북로 3 가장동,www.lat7.com,,0313240268,0313240205,29272,20170919,12
주동운아나텍,DONGWOON ANATECH COLTD,동운아나텍,094170,김동철,K,1101113487546,2148792814,서울특별시 서초구 남부순환로 2351 아리랑타워 9층,www.dwanatech.com,,0234658765,0234658766,2611,20060701,12
한솔로지스틱스주,Hansol Logistics CO Ltd,한솔로지스틱스,009180,황규호,Y,1101110150659,1028141359,서울특별시 중구 을지로 100 파인애비뉴 B동 22층,www.hansollogistics.com,,0232877400,0260310981,5299,19730814,12
주큐리언트,Qurient Co Ltd,큐리언트,115180,남기연,K,1101113926875,2098147197,경기도 성남시 분당구 판교로 242 C동 8층,www.qurient.com,,03180601600,03180601649,70113,20080702,12
주피엔풍년,PNPOONGNYUN COLTD,PN풍년,024940,유재원,K,1101110155378,1348108319,경기도 안산시 단원구 별망로 620,www.saekwang.co.kr,,0220081030,02 677 0698,2599,19731117,12
오스템임플란트주,OSSTEMIMPLANTCOLtd,오스템임플란트,048260,엄태관,K,1101111361669,1128147103,서울 금천구 가산동4265 월드메르디앙벤처센터2차8층,www.osstem.com,,0220167000,0220258971,27191,19970108,12
주엔에스스튜디오,NS STUDIO,엔에스스튜디오,,윤상규,E,1101114691683,1208773389,경기도 성남시 분당구 성남대로926번길 10 야탑동,www.nsstudio.co.kr,,0316978690,0316978720,5821,20110921,12
주네오펙트,NEOFECT CoLtd,네오펙트,290660,반호영,K,1101114362531,1198629663,경기도 용인시 수지구 죽전로 152 서관 401호,www.neofect.com,,0318898521,03180054121,27199,20100603,12
인천도시가스주,INCHON CITY GAS,인천도시가스,034590,정진혁,Y,1201110014027,1378102459,인천광역시 서구 백범로934번길 23,www.icgas.co.kr,,16000002,0325762710,35200,19830307,12
에이아이비트 주,AIBIT Co Ltd,에이아이비트,039230,박준일,K,1101111284259,1198121292,서울특별시 금천구 디지털로9길 99 309호가산동 스타밸리,tscmemsys.com,,0232827026,028588529,272,19960619,12
주에스지엔지,SGG Corporation,SGG,040610,이 의 범,K,1101110984199,2208140774,경기도 성남시 분당구 대왕판교로606번길 47 SG타워 7층,www.sgng.com,,0221056315,028380572,303,19931108,12
국일제지주,KUKIL PAPER MFG COLTD,국일제지,078130,최부도 최우식각자대표,K,1345110001377,1358101449,경기도 용인시 처인구 이동면 백옥대로 563,www.kukilpaper.co.kr,,0313399100,0316279370,179,19780821,12
주아이앤씨테크놀로지,IC Technology Co Ltd,아이앤씨,052860,박창일,K,1101111342213,1208167380,경기도 성남시 분당구 판교로255번길 24,www.inctech.co.kr,,0316963300,0316963388,2611,19961115,12
비나텍주,VINA TECH COLTD,비나텍,126340,성도경,N,1341110067418,1238149760,전라북도 전주시 덕진구 운암로 15,www.vina.co.kr,,0637153020,0637153021,26291,19990726,12
주모바일리더,Mobileleader Co Ltd,모바일리더,100030,정 정 기,K,1101111887491,2208178872,서울특별시 강남구 강남대로 330역삼동 우덕빌딩 5층,mobileleader.com,,0220514151,0234541100,58222,20000223,12
주라이브플렉스,LIVEPLEX CO LTD,라이브플렉스,050120,김병진,K,1801110031516,6218121761,서울특별시 강남구 언주로 702 8층 논현동,www.liveplex.co.kr,,0234464875,0234464873,46419,19770620,12
에이피시스템주,Advanced Process Systems Corporation,AP시스템,265520,김영주,K,1348110400341,2048700511,경기도 화성시 동탄면 동탄산단8길 155,www.apsystems.co.kr,,0313792700,0313792800,29272,20170302,12
삼성바이오로직스주,SAMSUNG BIOLOGICS COLTD,삼성바이오로직스,207940,김태한,Y,1201110566317,1318627632,인천광역시 연수구 송도바이오대로 300,www.samsungbiologics.com,,0324553114,0324553825,21102,20110422,12
대창단조주,DAECHANG FORGING COLTD,대창단조,015230,박권일,Y,1801110039396,6068130107,경상남도 김해시 생림면 봉림리 10721,www.dcf.co.kr,,0553293911,0553295097,303,19810101,12
주휴메딕스,Humedix Co Ltd,휴메딕스,200670,정구완,K,1101112727141,2048176343,경기도 안양시 동안구 학의로 268603호,www.humedix.com,,07074925600,0314205650,21210,20030227,12
상신이디피주,SANGSINENERGYDISPLAYPRECISIONCOLTD,상신이디피,091580,김일부,K,1348110016007,1248117179,경기도 수원시 영통구 덕영대로1483번길 36,www.ssedp.co.kr,,0312059242,0312050877,28202,19920128,12
현대트랜시스주식회사,HYUNDAI DYMOS INC,현대트랜시스,,조원장,E,1614110008562,3108112926,충청남도 서산시 성연면 신당1로 105 갈현리 현대다이모스주,www.hyundai-dymos.com,,0313699673,0313699669,30,19991228,12
태양기계주,Sun Machinery CoLTD,태양기계,116100,박창엽,N,1348110014126,1248138738,경기도 화성시 팔탄면 푸른들판로 84324,www.sun-mc.co.kr,www.sun-mc.co.kr,0313549150,0313549159,303,19900501,12
휴마시스주,HUMASIS CO LTD,휴마시스,205470,차정학,K,1101115503308,1078827778,경기도 안양시 동안구 전파로 88 신원비젼타워 114호502호504호604호6041호비031호비032호,www.humasis.com,,0314788585,,213,20140829,12
주하츠,HAATZ Inc,하츠,066130,김성식,K,1156110003902,1288106145,경기도 평택시 진위면 동부대로 202,www.haatz.co.kr,,0234386700,025117018,28519,19881010,12
주디오,DIO Corporation,디오,039840,김진백,K,1845110003290,6218101561,부산광역시 해운대구 센텀서로 66,dio.co.kr,,0517457777,0517457779,27192,19880125,12
주인디에프,In the F,인디에프,014990,손수근,Y,1101110279996,1208117274,서울특별시 강남구 테헤란로104길 21,www.inthef.co.kr,,0234569000,025688835,14112,19800908,12
주빅텍,VICTEK Co Ltd,빅텍,065450,임만규,K,1341110048674,1238139826,경기도 이천시 마장면 덕이로 18031,www.victek.co.kr,,0316317301,0316317311,27211,19960109,12
주유바이오로직스,EuBiologics Co Ltd,유바이오로직스,206650,백영옥,K,1101114294122,2118840314,서울특별시 서초구 마방로 8 봄날아침빌딩 6층,www.eubiologics.com,,025726675,05078912537,701,20100310,12
진양제약주,JIN YANG PHARMACEUTICAL CO LTD,진양제약,007370,최재준,K,1101110233629,2148110673,서울특별시 서초구 효령로 231,www.jinyangpharm.co.kr,,0234700300,0234700390,21210,19780607,12
주소리대장간,Sound Smithy,소리대장간,,장기현,E,1601110431637,5338700438,대전광역시 대덕구 신일동로17번길 5 신일동 테크노시티 1006호,www.soundsmithy.com,,15883975,0429362126,26529,20160801,12
아이비케이에스제5호기업인수목적 주식회사,IBKS NO5 SPECIAL PURPOSE ACQUISITION COMPANY,IBKS제5호스팩,254120,김형준,K,1101116178564,5108700492,서울특별시 영등포구 국제금융로6길 11 9층여의도동 삼덕빌딩,없음,,0269155361,,66199,20160920,12
주디에이피,DAP Co Ltd,디에이피,066900,권오일 최봉윤,K,1244110006602,1398111954,경기도 안성시 미양면 보체리 4041,www.dapmc.co.kr,,0316770005,0316770067,2622,19871128,12
주엔케이맥스,NKMAX CoLtd,엔케이맥스,262760,조용환,N,1311110434149,1418146932,경기도 성남시 분당구 돌마로 172 정자동 분당서울대학교,www.nkmax.com,,0316039219,0316030040,21210,20160106,12
주비상교육,VISANG EDUCATION INC,비상교육,100220,양태회,Y,1101112427098,2118707735,서울특별시 구로구 디지털로 33길 48 구로동대륭포스트타워7차19층,www.visang.com,,15440554,0234432551,5811,20020121,12
주와이지엔터테인먼트,YG Entertainment Inc,와이지엔터테인먼트,122870,양민석,K,1101111516397,1058191810,서울특별시 마포구 희우정로1길 3,www.ygfamily.com,,0231421104,0231420288,59201,19980224,12
주하이텍팜,HIGH TECH PHARM COLTD,하이텍팜,106190,김정수,K,1545110012907,3038120127,충청북도 충주시 대소원면 첨단산업6로 12 주하이텍팜,www.htpharm.com,,0438830012,0438830014,467,19980901,12
주실리콘웍스,Silicon Works Co Ltd,실리콘웍스,108320,손보익,K,1601110089395,3148129147,대전광역시 유성구 테크노2로 222,www.siliconworks.co.kr,http://www.siliconworks.co.kr/kor/main/,0427127700,0427107728,2612,19991111,12
유성기업주,YOOSUNG ENTERPRISE COLTD,유성기업,002920,최철규 류현석각자대표,Y,1243110000755,1308104489,충청남도 아산시 둔포면 아산밸리동로 22,www.ypr.co.kr,,025642351,025642341,303,19600318,12
삼정펄프주,SAM JUNG PULP COLTD,삼정펄프,009770,전성오,Y,1347110000333,1258100201,경기도 평택시 고덕면 해창리 250,www.sjpulp.com,,027437071,,171,19740409,12
주광주은행,Kwangju Bank Co Ltd,광주은행,192530,송종욱,E,2001110396882,4088608817,광주광역시 동구 제봉로 225,www.kjbank.com,,0622395000,,64121,20140508,12
주씨씨에스충북방송,KOREA CABLE TV CHUNGBUK SYSTEM CO LTD,씨씨에스,066790,이현무 단독대표이사,K,1511110009906,3038118621,충북 충주시 용산동 35,www.ccstv.co.kr,,0438507104,0438553301,60222,19970715,12
주제이에스코퍼레이션,JS Corporation,제이에스코퍼레이션,194370,홍재성,Y,1101110554992,2198103482,서울특별시 강남구 개포로 640,www.jskor.com,www.jskor.com,0220403400,0220403429,15121,19880201,12
주후성,FOOSUNG COLTD,후성,093370,송한주 김용민,Y,1314110189425,1348634812,경기도 화성시 팔탄면 현대기아로 7237,www.foosungchem.com,,0316274328,025550958,20129,20061124,12
주식회사 한솔교육,HANSOL EDUCATION Co Ltd,한솔교육,,변재용,E,1101110793061,1058148593,서울특별시 마포구 월드컵북로 361 26층,www.eduhansol.co.kr,,0220015500,0220015696,85502,19910719,12
한국프랜지공업주,KOREA FLANGE COLTD,한국프랜지공업,010100,손진현,Y,1812110000443,6208100079,울산 동구 동부동 194,www.kofco.com,,0522335511,052 2335995,303,19740715,12
주육일씨엔에쓰,RYUKIL CS Ltd,육일씨엔에쓰,191410,구자옥,K,1101113637810,1098607323,서울특별시 영등포구 국회대로70길 151 극동VIP빌딩 7층,www.61cns.co.kr,,0226591116,0316156150,262,20070314,12
주슈피겐코리아,Spigen Korea Co Ltd,슈피겐코리아,192440,김대영,K,1101114045848,1208736593,서울특별시 강남구 봉은사로 446 슈피겐HQ,www.spigen.co.kr,ir.spigen.co.kr,0267136010,028623452,339,20090218,12
