crp_nm,crp_nm_e,crp_nm_i,stock_cd,ceo_nm,crp_cls,crp_no,bsn_no,adr,hm_url,ir_url,phn_no,fax_no,ind_cd,est_dt,acc_mt
서울전자통신주,SEOUL ELECTRONICS  TELECOM,서울전자통신,027040,손종만,K,1243110009781,1308110787,인천광역시 부평구 새벌로 4사무동 4층,www.seoulset.com,,0327234111,0327234112,339,19830617,12
명성티엔에스주,Mstns CoLtd,명성티엔에스,257370,권태욱,K,1701110207177,5148142148,대구광역시 달서구 성서공단로25길 16,www.ms-mc.co.kr,,0535823577,0535833818,292,20011015,12
삼성생명보험주,Samsung Life Insurance co Ltd,삼성생명,032830,현성철,Y,1101110005953,1048126688,서울특별시 서초구 서초대로74길 11 서초동 삼성생명보험 주식회사,www.samsunglife.com,,027518157,027518100,65110,19570404,12
주노루홀딩스,NOROO HOLDINGS CO LTD,노루홀딩스,000320,한영재김용기,Y,1341110002878,1238102601,경기도 안양시 만안구 박달로 351,www.norooholdings.co.kr,,0221917700,0221917750,64992,19451101,12
주케이씨티,Korea Computer Terminal Inc,케이씨티,089150,이규현,K,1358110088245,1248603350,경기도 수원시 권선구 일월천로4번길 710 금제빌딩,www.kctinc.co.kr,,0263775622,028293190,62021,20021214,12
주수산중공업,SOOSAN HEAVY INDUSTRIES COLTD,수산중공업,017550,김병현,Y,1348110002981,1248131958,경기도 화성시 양감면 정문송산로 260,www.soosan.co.kr,,0313527733,0313505290,29241,19840302,12
주액션스퀘어,Action Square Co Ltd,액션스퀘어,205500,박상우,K,1101115501302,1078827934,경기도 성남시 분당구 판교역로 221 3층삼평동 투썬월드빌딩,www.action2quare.com,,0317817161,027867552,582,20140827,12
주체리부로,Cherrybro CoLtd,체리부로,066360,김인식,K,1543110001997,3018112903,충청북도 진천군 이월면 생거진천로 1770,www.cherrybro.com,,0435303200,0435336685,10121,19910907,12
주마크로젠,Macrogen Inc,마크로젠,038290,양갑석,K,1101111423576,2088124115,서울특별시 금천구 벚꽃로 254 월드메르디앙1차,www.macrogen.com,,0221137000,02 21137016,73909,19970605,12
주유비쿼스,Ubiquoss Inc,유비쿼스,264450,이상근,K,1311110475341,6558800491,경기도 성남시 분당구 판교로255번길 68,www.ubiquoss.com,,07048650500,03180171183,26410,20170302,12
주현대리바트,HYUNDAI LIVART FURNITURE COMPANY LIMITED,현대리바트,079430,김화응,Y,1345110034097,1358132239,경기도 용인시 처인구 남사면 경기동로 316 리바트,www.hyundailivart.co.kr,,0234808001,0264428036,32029,19990610,12
주지에스이앤알,GS ER Corp,지에스이앤알,,정찬수,E,1350110121570,1348178493,경기도 안산시 단원구 해안로 404 초지동,www.gsenr.com,,0220052000,0220052100,35300,20020101,12
동부제철주,DONGBU STEEL COLTD,동부제철,016380,김창수,Y,1101110393308,1208142676,서울특별시 중구 한강대로 416 서울스퀘어 7층,www.dongbusteel.co.kr,,0234508114,0234508500,24122,19821027,12
그랜드코리아레저주,Grand Korea Leisure CoLtd,GKL,114090,유태열,Y,1101113301457,1048196184,서울특별시 강남구 삼성로 610 삼성동,www.grandkorea.com,,34666209,0234666170,91249,20050906,12
케이씨코트렐주,KC Cottrell Co Ltd,KC코트렐,119650,서동영,Y,1101114255463,1058738796,서울특별시 마포구 상암산로 34디지털큐브 12층,www.kc-cottrell.com,,023206311,023206100,291,20100106,12
대원강업주,DAEWONKANGUP COLTD,대원강업,000430,허재철 허승호 성열각,Y,1101110015556,1048115560,충청남도 천안시 서북구 성거읍 오목모전길 1178 대원강업주식회사,www.dwku.com,,0234557300,0234557348,303,19460920,12
STX중공업주,STX Heavy Industries CoLTD,STX중공업,071970,주원태,Y,1942110048381,6098148213,경상남도 창원시 성산구 남면로 381,www.stxhi.co.kr,,0552800700,0269606100,29119,20010615,12
휴젤주,Hugel Inc,휴젤,145020,문경엽 심주엽 공동대표이사,K,1101112380890,2118704515,강원도 춘천시 신북읍 신북로 6120,www.hugel.co.kr,,0269661600,0269661601,21102,20011122,12
우리들제약주,WOORIDUL PHARMACEUTICAL LIMITED,우리들제약,004720,김혜연 박희덕각자,Y,1243110000812,1248136540,경기 화성시 향남면 상신리 향남제약공단 9025,www.wooridulpharm.com,,0221943532,0221943666,21210,19660822,12
주정원엔시스,ZUNGWON ENSYS INC,정원엔시스,045510,한덕희 김정찬 김영주각자 대표,K,1101110105688,2118108071,서울특별시 강남구 도산대로1길 46 신사동,www.zungwon.co.kr,,02 5147007,025425855,62021,19690627,12
케이엠제약주,KMPHARMACEUTICAL CoLtd,케이엠제약,225430,강일모,K,1101115779909,4208600149,경기도 평택시 포승읍 평택항로268번길 121 ,없음,,0269155342,0234778423,204,20150710,12
주엠소닉,EMSONIC CORPORATION,엠소닉,008120,구본현,E,1115110005136,1278108140,경상북도 구미시 산동면 첨단기업3로 548 봉산리,www.emsonic.com,,0544764800,0544764804,26,19721013,12
제일약품주,JEIL PHARMACEUTICAL COLTD,제일약품,271980,성석제,Y,1101116420361,6288800669,서울특별시 서초구 사평대로 343 제일약품 사옥,www.jeilpharm.co.kr,,025497451,025186485,21210,20170601,12
뉴경기관광주식회사,Newkyunggi Resort Corp,뉴경기관광,,고성문이응로,E,1345110006898,1358101468,경기도 용인시 처인구 이동면 기흥단지로 579 서리 코리아CC,www.kgav.com,,0312877346,0312866921,91121,19880913,12
주한섬,HANDSOME CORPORATION,한섬,020000,김형종,Y,1101110531578,1208126337,서울특별시 강남구 도산대로 523 한섬빌딩,www.handsome.co.kr,,0234162000,0234162083,14112,19870525,12
씨앤지하이테크주,CG Hi Tech Co Ltd,씨앤지하이테크,264660,홍사문,K,1348110072786,1248198492,경기도 안성시 원곡면 승량길 162,www.cnghitech.com,,0316599803,0316549229,29271,20020716,12
일성건설주,ILSUNG CONSTRUCTION COLTD,일성건설,013360,강영길,Y,1101110234776,1058129640,인천광역시 남동구 인하로507번길 80 구월동 태광프라자402호,www.ilsungconst.co.kr,,0324293270,7193474,41221,19780623,12
주대농,Daenong Corporation,대농,,박계성,E,1101110138572,1058133940,충청북도 청주시 청원구 내수읍 도원세교로 5936 도원리,www.daenong21.com,,0220094513,0220094554,13101,19531113,12
주디에스케이,DSK CoLtd,디에스케이,109740,김태구 김종원각자대표,K,1341110045290,1388113022,경기도 안산시 상록구 안산테콤1길 21,-,,0314169100,0314169766,29272,19950203,12
대한상선 주식회사,KOREA SHIPPING CORPORATION,대한상선,,윤흥근,E,1101110356140,1028119430,서울특별시 영등포구 선유동1로 22 9층 당산동2가 진덕빌딩,www.samsunlogix.com,,023998893,023998870,50112,19830901,12
주드림티엔터테인먼트,Dream T Entertainment Co Ltd,드림티엔터테인먼트,220110,이우식,N,1101114146745,2208784793,서울특별시 성동구 성수이로 89 9층성수동2가 엠지빌딩,www.dreamteaent.co.kr,,0234522525,025123621,73901,20090728,12
동북아13호선박투자회사,DONGBUKA NO13 SHIP INVESTMENT CO,동북아13호선박투자,083380,천성무,Y,1801110514257,6068191079,부산광역시 사상구 사상로 461 모라동,-,,025901400,025901414,761,20050323,12
주아바코,AVACOCOLTD,아바코,083930,김광현 위지명공동대표이사,K,1701110166737,5038143827,대구 달서구 월암동 1107번지,www.avaco.co.kr,,0535838150,0535889209,29272,20000116,12
주기가레인,GIGALANE Co Ltd,기가레인,049080,장일준,K,1101111867831,1078177264,경기도 화성시 동탄산단10길 61 ,www.gigalane.com,www.gigalane.com,0312337325,07049630899,292,20000131,12
주다산네트웍스,DASAN Networks Inc,다산네트웍스,039560,남민우,K,1101110924765,1298116613,경기도 성남시 분당구 대왕판교로644번길 49 다산타워,www.dasannetworks.com,http://www.dasannetworks.com/kr/irpr/m35.asp,07070101000,0316226501,26410,19930304,12
태경화학주,TAEKYUNG CHEMICAL COLTD,태경화학,006890,박기환,Y,1101110040793,2208110227,서울특별시 강서구 공항대로 467 등촌동,www.taekyungchem.co.kr,,0236618011,0236610537,20121,19701111,12
주LG화학,LG CHEM LTD,LG화학,051910,신학철,Y,1101112207995,1078198139,서울특별시 영등포구 여의대로 128,www.lgchem.com,,0237771114,0237737813,20111,20010401,12
대봉엘에스주,DaebonglscoLtd,대봉엘에스,078140,박종호 박진오,K,1243110016976,1398119806,인천광역시 남동구 능허대로649번길 123,www.daebongls.co.kr,,0328178800,0328178808,212,19860708,12
KPX케미칼주,KPX CHEMICAL CO LTD,KPX케미칼,025000,양준영김문영각자대표이사,Y,1101110166903,1108133923,서울특별시 마포구 마포대로 137 KPX빌딩,www.kpxchemical.com,,0220144000,0236356003620034,20119,19740701,12
아미코젠주,Amicogen Inc,아미코젠,092040,신용철,K,1911110019783,6138121213,경상남도 진주시 진성면 동부로1259번길 64,www.amicogen.com,,0557596161,0557596977,10749,20000529,12
아주엠씨엠주,AJUMCM Co Ltd,아주엠씨엠,,정원창,E,1752110004823,5048119301,경상북도 칠곡군 왜관읍 공단로 286,www.mcmtec.com,,05459745500,05459745503,24199,19961107,12
동북아12호선박투자회사,DONGBUKA NO12 SHIP INVESTMENT CO,동북아12호선박투자,083370,천성무,Y,1801110514249,6068191045,부산광역시 사상구 사상로 461 모라동,-,,025901400,025901414,761,20050323,12
주엠앤씨생명과학,MC Life Science Co Ltd,엠앤씨생명과학,225860,조선도,N,1311110300960,1298670403,경기도 성남시 중원구 갈마치로 215 A동 807호상대원동 금강펜테리움아이티타워,www.mncls.co.kr,,0317311401,0317471404,20423,20120103,12
지스마트글로벌주,GSMATT GLOBAL Co Ltd,지스마트글로벌,114570,이주석,K,2001110116941,1268147081,서울특별시 강남구 역삼로 556 4층 5층대치동 서울아카데미빌딩,-,,0317084412,0269594374,2611,20000526,12
한라아이엠에스주,HANLA IMS Co LTD,한라IMS,092460,지석준 김영구,K,1801110186907,6068157969,부산광역시 강서구 화전산단1로 115,www.hanlalevel.co.kr,,0516017000,0518311850,31114,19950713,12
신한카드주,Shinhan Card CoLtd,신한카드,032710,임영진,E,1101110412926,2028148079,서울특별시 중구 을지로 100 을지로2가 파인애비뉴 A동,www.shinhancard.com,,0215447000,0269501542,64913,19851217,12
주제이스텍,JASTECH Ltd,제이스텍,090470,정재송 최기열 김두열 각자 대표이사,K,1243110046030,1308148610,인천광역시 부평구 평천로 221,www.astjetec.co.kr,,0325103000,0325103099,29271,19950309,12
대정화금주,Daejung Chemicals  Metals Co Ltd,대정화금,120240,송영준,K,1101110510415,1018118476,경기도 시흥시 서해안로 186 대정화금주 정동 시화공단 1다 107,www.daejung.kr,,0314888822,0314336117,201,19861113,12
디엠씨주,DONGNAM MARINE CRANE CO LTD,디엠씨,101000,김동원,K,1955110072268,6158138175,경상남도 김해시 한림면 김해대로 1102171 디엠씨주,www.dongnam-crane.co.kr,,0557203000,0557203019,292,20040603,12
주수산아이앤티,SOOSAN INT Co LTD,수산아이앤티,050960,정석현이성권각자대표,K,1101111518830,2078151341,서울특별시 강남구 밤고개로5길 13 수서동 수산빌딩,www.soosanint.co.kr,,025410073,025410204,582,19980303,12
핸즈코퍼레이션주,HANDS CORPORATION LTD,핸즈코퍼레이션,143210,승현창,Y,1201110000323,1378103633,인천광역시 서구 가정로37번길 50,www.handscorp.co.kr,,0328709600,0328709588,303,19720303,12
주레드캡투어,RedcapTour Co Ltd,레드캡투어,038390,표영수,K,1101111303140,1118126895,서울특별시 중구 을지로 100파인에비뉴 B동 19층,ir.redcaptour.com,ir.redcaptour.com,0220014563,0220014563,75210,19960801,12
주콤텍시스템,COMTEC SYSTEMS COLTD,콤텍시스템,031820,송준섭 김중균 각자 대표이사,Y,1101110414126,2298112824,서울특별시 영등포구 가마산로 343,www.comtec.co.kr,,0232890114,028366619,6201,19830818,12
인탑스주,INTOPS CO LTD,인탑스,049070,김근하 정사진각자대표,K,1341110013552,1238106645,경기도 안양시 만안구 안양천서로 51,WWW.INTOPS.CO.KR,,0314414181,0314484194,2642,19750902,12
조광피혁주,CHOKWANG LEATHER COLTD,조광피혁,004700,이연석,Y,1501110001036,3158107132,충청북도 청주시 흥덕구 공단로126번길 97 송정동 공단2브럭,www.chokwang.co.kr,,04327053113,025536997,15110,19660803,12
한세엠케이주,HANSAEMK COLTD,한세엠케이,069640,김동녕 김문환각자 대표이사,Y,1101111144073,2038157509,서울특별시 강남구 논현로 633,www.mktrend.co.kr,,0221425000,0221425015,4741,19950331,12
주유비쿼스홀딩스,Ubiquoss Holdings Inc,유비쿼스홀딩스,078070,이상근,K,1101112023185,1068191981,경기도 성남시 분당구 판교로 25568 삼평동 616 유비쿼스,www.ubiquoss.com,,07048650500,03180171183,64992,20000711,12
주더블유아이,WI CoLtd,WI,073570,변익성단독대표,K,1101111549108,1138148008,충청남도 천안시 서북구 직산읍 4산단7로 1715 ,www.at-tech.co.kr,,0415825700,0313785760,29271,19980523,12
알리코제약주,KOREA ARLICO PHARM COLTD,알리코제약,260660,최재희,K,1350110038048,1348115033,서울특별시 서초구 바우뫼로27길 721 양재동,www.arlico.co.kr,www.arlico.co.kr,025850004,025875199,21300,19921228,12
KB오토시스주,KB Autosys CoLtd,KB오토시스,024120,김신완,K,1101110408305,2048112301,충청남도 아산시 음봉면 아산온천로 52824,www.kbautosys.com,,0415375345,041 546 7993,303,19851014,12
주한국테크놀로지,HANKOOK Technology Inc,한국테크놀로지,053590,신용구 이병길공동 대표이사,K,1351110045025,1238144182,서울특별시 중구 소월로2길 30 남산트라팰리스,www.myht.co.kr,www.myht.co.kr,0221067500,025110877,292,19970722,12
엘에스아이앤디 주식회사,LS ID Ltd,엘에스아이앤디,,이광우,E,1341110375209,1388189390,경기도 안양시 동안구 엘에스로91번길 1639,www.ls-ind.co.kr,,03180683020,30180683099,68112,20131231,12
한국투자증권주식회사,Korea Investment  Securities Co Ltd,한국투자증권,,정일문,E,1101110168769,1168104504,서울특별시 영등포구 의사당대로 88 한국투자증권,www.truefriend.com,,0232765000,0232764144,66121,19740808,12
주식회사 제이티비씨콘텐트허브,JTBC ContentHub Co Ltd,제이티비씨콘텐트허브,,정경문장경진박준서,E,1101111764730,1208193457,서울특별시 마포구 상암산로 486 상암동 디엠씨씨빌딩,,,027516537,023186434,63991,19990901,12
서울바이오시스 주식회사,SEOUL VIOSYS CoLtd,서울바이오시스,,이정훈,E,1350110122156,1348178872,경기도 안산시 단원구 산단로163번길 6516 1블럭 36호 서울바이오시스주식회사 원시동,www.seoulviosys.com,,07043918012,0315007702,2612,20020201,12
주위지윅스튜디오,WYSIWYG STUDIOS CO LTD,위지윅스튜디오,299900,박관우 박인규,K,1101116033833,2898700337,서울특별시 강남구 봉은사로22길 47 ,www.wswgstudios.com,,027490507,027940507,59120,20160415,12
에어부산 주식회사,Air Busan Co Ltd,에어부산,298690,한태근,Y,1801110605121,6058184518,부산광역시 강서구 유통단지1로57번가길 6,www.airbusan.com,,16663060,0514100849,511,20070831,12
잘만테크주,ZalmanTechCoLtd,잘만테크,090120,인건웅,E,1351110047972,1238147573,경기도 안양시 동안구 벌말로 126 관양동 평촌오비즈타워 2612호,www.zalman.co.kr,,0221073544,0221073322,263,19990107,12
주한창제지,HANCHANG PAPER COLTD,한창제지,009460,김길수,Y,1845110000105,6218109073,경상남도 양산시 웅상대로 1564 주한창제지,www.hcpaper.co.kr,,0553702000,0553702198,17123,19731206,12
주엔터메이트,Entermate CoLtd,엔터메이트,206400,정집훈,K,1101115518084,1078829363,서울특별시 서초구 남부순환로 263427 성원빌딩 1층 2층,www.entermate.com,www.entermate.com,0234612150,0234612160,582,20140919,12
