crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,미코,059090,사업보고서 (2018.12),20190401002026,미코,20190401,연
Y,유유제약,000220,사업보고서 (2018.12),20190401002021,유유제약,20190401,연
K,비디아이,148140,사업보고서 (2018.12),20190401002019,비디아이,20190401,연
E,신비앤텍,00446479,사업보고서 (2018.12),20190401002018,신비앤텍,20190401,
E,NH농협손해보험,00908155,사업보고서 (2018.12),20190401002016,NH농협손해보험,20190401,
N,위세아이텍,065370,사업보고서 (2018.12),20190401002013,위세아이텍,20190401,
N,라이프사이언스테크놀로지,285770,사업보고서 (2018.12),20190401002008,라이프사이언스테크놀로지,20190401,
K,휴맥스홀딩스,028080,사업보고서 (2018.12),20190401002009,휴맥스홀딩스,20190401,
E,에스바이오메딕스,01258020,사업보고서 (2018.12),20190401002007,에스바이오메딕스,20190401,연
E,오일허브코리아여수,00871772,사업보고서 (2018.12),20190401002003,오일허브코리아여수,20190401,
E,이케이중공업,00765365,사업보고서 (2018.12),20190401002001,이케이중공업,20190401,
Y,세방,004360,사업보고서 (2018.12),20190401002000,세방,20190401,정연
E,수자원기술,00437514,사업보고서 (2018.12),20190401001999,수자원기술,20190401,
Y,세우글로벌,013000,사업보고서 (2018.12),20190401001998,세우글로벌,20190401,연
K,한탑,002680,사업보고서 (2018.12),20190401001997,한탑,20190401,연
K,와이엠씨,155650,사업보고서 (2018.12),20190401001995,와이엠씨,20190401,연
K,한국알콜,017890,사업보고서 (2018.12),20190401001991,한국알콜,20190401,연
K,삼진,032750,사업보고서 (2018.12),20190401001988,삼진,20190401,연
E,한양,00162221,사업보고서 (2018.12),20190401001986,한양,20190401,
Y,태원물산,001420,사업보고서 (2018.12),20190401001985,태원물산,20190401,
Y,동화약품,000020,사업보고서 (2018.12),20190401001980,동화약품,20190401,연
K,에이치케이,044780,사업보고서 (2018.12),20190401001976,에이치케이,20190401,정연
Y,LF,093050,사업보고서 (2018.12),20190401001974,LF,20190401,연
K,에스티오,098660,사업보고서 (2018.12),20190401001970,에스티오,20190401,연
K,램테크놀러지,171010,사업보고서 (2018.12),20190401001968,램테크놀러지,20190401,연
K,파루,043200,사업보고서 (2018.12),20190401001967,파루,20190401,연
K,퍼시픽바이오,060900,사업보고서 (2018.12),20190401001962,퍼시픽바이오,20190401,연
K,일진파워,094820,사업보고서 (2018.12),20190401001961,일진파워,20190401,연
E,바이오플러스,00636656,사업보고서 (2018.12),20190401001958,바이오플러스,20190401,연
K,하나금융11호스팩,284620,사업보고서 (2018.12),20190401001953,하나금융11호스팩,20190401,정
Y,다스코,058730,사업보고서 (2018.12),20190401001951,다스코,20190401,연
N,더콘텐츠온,302920,사업보고서 (2018.12),20190401001949,더콘텐츠온,20190401,
K,아주IB투자,027360,사업보고서 (2018.12),20190401001947,아주IB투자,20190401,연
Y,호전실업,111110,사업보고서 (2018.12),20190401001944,호전실업,20190401,연
K,정산애강,022220,사업보고서 (2018.12),20190401001942,정산애강,20190401,연
K,세종텔레콤,036630,사업보고서 (2018.12),20190401001940,세종텔레콤,20190401,연
K,안랩,053800,사업보고서 (2018.12),20190401001939,안랩,20190401,연
K,이니텍,053350,사업보고서 (2018.12),20190401001938,이니텍,20190401,연
K,코디엠,224060,사업보고서 (2018.12),20190401001934,코디엠,20190401,연
E,티브로드,00413453,[기재정정]분기보고서 (2018.09),20190401001929,티브로드,20190401,
Y,조흥,002600,사업보고서 (2018.12),20190401001921,조흥,20190401,
