crp_nm,crp_nm_e,crp_nm_i,stock_cd,ceo_nm,crp_cls,crp_no,bsn_no,adr,hm_url,ir_url,phn_no,fax_no,ind_cd,est_dt,acc_mt
(주)노루페인트,NOROO PAINT & COATINGS Co.,LTD,노루페인트,090350,김용기, 진명호(각자 대표이사),Y,1341110142575,1238606034,경기도 안양시 만안구 박달로 351,-,,031-467-6114,031-446-1061,20411,20060602,12
(주)녹원씨엔아이,Nokwon Commercials & Industries, Inc.,녹원씨엔아이,065560,안성호, 정유석 각자대표이사,K,1101110529747,2148113888,경기도 파주시 신촌2로 7-12 -,www.nokwonci.co.kr,,02-2025-6500,02-2025-6511,467,19870507,12
(주)셀리드,Cellid Co., Ltd.,셀리드,299660,강창율,K,1101113572636,1198194247,서울시 관악구 관악로 1 서울대학교 142동 5층,www.cellid.co.kr,,02-3285-7860,02-3285-7866,701,20061201,12
에스케이씨코오롱피아이(주),SKC KOLON PI, Inc.,SKC코오롱PI,178920,김태림,K,1543110022729,3018197858,충청북도 진천군 이월면 고등1길 27,www.skckolonpi.com,www.skckolonpi.com,031-436-8600,031-436-8608,2221,20080602,12
KISCO홀딩스(주),KISCO Holdings Corp.,KISCO홀딩스,001940,장세홍, 이병제 (각자대표),Y,1901110001872,6088100778,경상남도 창원시 성산구 공단로103번길 12 한국철강(주),www.kiscoholdings.co.kr,www.kiscoholdings.co.kr,055-260-0500,055-283-3429,64992,19570219,12
(주)혜인,HAEIN CORPORATION,혜인,003010,원경희,Y,1101110030413,1208127641,서울특별시 서초구 동산로 86 혜인빌딩,www.haein.com,,02-3498-4500,02-3498-4579,465,19601017,12
자이글(주),Zaigle Co., Ltd.,자이글,234920,이진희,K,2850110153481,1288635873,서울특별시 강서구 허준로 217 11층 1114호,www.zaigle.com,,02-3665-9192,02-3665-9195,28511,20081230,12
금강철강(주),KEUM KANG STEEL CO., LTD,금강철강,053260,주광남, 주성호(각자 대표),K,1101110207799,2028109038,서울특별시 서초구 서운로 19 701호(서초동, 서초월드오피스텔),www.kksteel.co.kr,,(02)3471-0001,02-3474-4545,2419,19770112,12
(주)아이센스,i-SENS, Inc.,아이센스,099190,차근식,K,1101111960924,2108129428,서울특별시 서초구 반포대로28길 43 아이센스 빌딩,www.i-sens.com,,02-916-6191,,27112,20000504,12
(주)비지에프리테일,BGF retail CO., LTD.,BGF리테일,282330,박재구,Y,1101116555770,8938800792,서울특별시 강남구 테헤란로 405 BGF사옥,www.bgfretail.com,,1577-3663,02-528-6820,47122,20171101,12
(주)지에스리테일,GS Retail Co.,Ltd,GS리테일,007070,허연수,Y,1101110090037,1168118745,서울특별시 강남구 논현로 508GS타워(역삼동 679),www.gsretail.com,,02-2005-1114,2006-3489,47122,19710213,12
(주)국민은행,KOOKMIN BANK,국민은행,060000,허인,E,1101112365321,2018168693,서울특별시 영등포구 국제금융로8길 26 (여의도동),www.kbstar.com,,02-2073-7114,02-2073-7150,64121,20011101,12
(주)비즈니스온커뮤니케이션,BusinessOn Communication Co.,Ltd,비즈니스온,138580,윤호권,K,1101113805293,2208758882,서울특별시 성동구 광나루로 172 3층,www.businesson.co.kr,,02-559-0800,02-559-0808,58222,20071218,12
(주)휴비츠,Huvitz Co., Ltd.,휴비츠,065510,김현수,K,1341110065636,1238148801,경기도 안양시 동안구 부림로 170번길 38 (관양동),www.huvitz.com,,(031)442-8868,0314779021,27199,19990427,12
(주)코렌텍,Corentec Co., Ltd.,코렌텍,104540,선두훈,선승훈(각자 대표이사),K,1101111983653,1078184746,충청남도 천안시 서북구 입장면 영산홍1길 12,www.corentec.com,,041-585-7114,041-585-7113,27192,20000530,12
(주)드림시큐리티,Dream Security Co.,Ltd.,드림시큐리티,203650,범진규,K,1101115448356,1078822434,서울특별시 송파구 중대로8길 8 3층, 5층, 6층, 7층 (문정동, 서경빌딩),www.dreamsecurity.com,,02-2233-5533,02-402-3622,582,20140625,12
(주)쇼박스,SHOWBOX Corp.,쇼박스,086980,황순일, 김도수(공동대표),K,1101111712309,1068179629,서울특별시 강남구 도산대로 310(논현동) 916빌딩 7~9층,www.showbox.co.kr,,02-3218-5500,02-3452-6697,59130,19990610,12
(주)홈캐스트,homecast CO., LTD.,홈캐스트,064240,권영철,K,1101111954513,2158191010,서울특별시 강남구 언주로 726 두산빌딩 14층(논현동),www.homecast.net,,02-3400-8300,02-3445-8782,26519,20000427,12
주식회사 애니원,ANYONE INC.,애니원,,곽영진,E,1601110283137,3148616860,충청남도 천안시 동남구 수신면 5산단6로 45 (신풍리, (주)애니원),www.anyonetape.com,,041-410-3510,041-410-3519,2229,20100728,12
(주)나노메딕스,NANOMEDICS Co., Ltd.,나노메딕스,074610,정영우,Y,1355110144291,1348608314,경기도 화성시 비봉면 현대기아로 818-11,www.en3.co.kr,,031-366-9600,031-366-9605,29193,20031203,12
화성산업(주),HWASUNG INDUSTRIAL CO.,LTD,화성산업,002460,이홍중,이종원,Y,1701110001131,5018100050,대구광역시 수성구 동대구로 111,www.hwasung.com,,053-767-2111,053-764-3366,41112,19580901,12
스튜디오드래곤(주),Studio Dragon Corporation,스튜디오드래곤,253450,최진희,K,1101116052164,7478100388,서울특별시 마포구 매봉산로 75 1701호 (상암동, 디디엠씨),www.studiodragon.net,,02-371-7076,02-2146-0988,59114,20160503,12
(주)코엔텍,Korea Environment Technology Co., LTD.,코엔텍,029960,이민석,K,1812110024485,6108116574,울산광역시 남구 용잠동 산 157,www.koentec.co.kr,,(052)228-7300,052-228-7270,38210,19930716,12
모바일어플라이언스 주식회사,MOBILE APPLIANCE, INC.,모바일어플라이언스,087260,이재신,K,1311110115054,1298172027,경기도 안양시 동안구 시민대로 401,www.mobileappliance.co.kr,,031-421-8071,031-777-8076,582,20040416,12
주식회사 에이피알,APR Co.,Ltd.,에이피알,,이주광, 김병훈,E,1101115535012,2208889441,서울특별시 강남구 영동대로96길 8-8 (삼성동) 4층,www.aprilskin.com/,,070-4667-4223,,20423,20141010,12
SK루브리컨츠 주식회사,SK Lubricants Co.,Ltd,SK루브리컨츠,,지동섭,E,1101114191815,1018649595,서울특별시 종로구 종로 26 (서린동 SK빌딩),www.sklubricants.com,,02-2121-5658,02-2121-7111,192,20091001,12
휠라코리아(주),FILA KOREA LTD.,휠라코리아,081660,윤근창,Y,1101110792667,1148144271,서울특별시 서초구 명달로 6 (서초동, 11호),www.fila.co.kr,,02-523-6100,02-3470-9548,464,19910723,12
한성기업(주),HANSUNG ENTERPRISE CO.,LTD,한성기업,003680,임우근,임준호(각자대표),Y,1801110000230,6018108347,부산광역시 영도구 태종로 63,www.hsep.com,,051-410-7100,051-410-7101,10211,19630314,12
(주)파크시스템스,Park Systems Corp.,파크시스템스,140860,박상일,K,1101111397648,2148615106,경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터),www.parkafm.co.kr,,031-546-6900,031-546-6805,27219,19970407,12
삼성제약(주),SAMSUNG PHARMACEUTICAL.CO.,Ltd.,삼성제약,001360,김상재, 김기호 각자대표,Y,1101110032568,2078100726,경기도 화성시 향남읍 제약공단2길 35 삼성제약(주),www.sspharm.co.kr,,031-353-6681,02-3408-4527,21210,19290815,12
엔시트론(주),N CITRON, INC.,엔시트론,101400,김성우,K,1101111930787,1138160337,경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층),www.neofidelity.com,,02-6340-1000,031-8038-4885,2611,20000404,12
하이투자증권 (주),HI INVESTMENT & SECURITIES CO.,LTD.,하이투자증권,,김 경 규,E,1801110093095,6048114270,서울특별시 영등포구 여의나루로 61,www.hi-ib.com,,02-2122-9078,02-2122-9070,66121,19891030,12
(주)티에이치엔,THN CORPORATION,티에이치엔,019180,이광연, 양혁묵,Y,1701110022781,5038119351,대구광역시 달서구 성서로71길 43,www.th-net.co.kr,,053-583-3001,053) 587-9388,289,19860723,12
(주)벽산,BYUKSAN CORPORATION,벽산,007210,김 성 식,Y,1101110113384,2038143780,서울특별시 중구 퇴계로 307 광희동 1가, 광희빌딩,www.byucksan.com,,02-2260-6114,02-2279-9386,23999,19710409,12
(주)씨엠에스에듀,CMS Edu Co., Ltd.,씨엠에스에듀,225330,이충국,K,1101112828353,2118737049,서울특별시 서초구 동작대로 234 CMS M빌딩 5~8층,www.cmsedu.co.kr,www.cmsedu.co.kr,02-552-8500,02-552-8501,85501,20030724,12
(주)제이에스티나,J.ESTINA Co.,Ltd,제이에스티나,026040,대표이사 김기석, 김기문 각자대표,K,1101110569074,2158103705,서울특별시 송파구 양재대로62길 53,www.romanson.co.kr,,02-2190-7085,02-409-0287,331,19880402,12
(주)플럼라인생명과학,Plumbline Life Sciences, Inc.,플럼라인생명과학,222670,김앤토니경태,N,1101115304897,2648127107,서울특별시 서초구 방배로 2855층(한샘방배),www.plumblinels.com,,02-6908-3540,025928756,701,20140102,12
(주)지누스,ZINUS INC,지누스,013890,이윤재,E,1347110002553,1248128792,경기도 성남시 분당구 야탑로81번길 10 8층(야탑동, 분당아미고타워),www.zinus.co.kr,www.zinus.com,0316221700,0316221701,46800,19790308,12
아비코전자(주),ABCO ELECTRONICS CO., LTD.,아비코전자,036010,김창수,K,1311110000718,1298100692,경기도 성남시 중원구 둔촌대로388번길 31,www.abco.co.kr,,031-730-5114,031-730-5123,262,19731019,12
한국남동발전 주식회사,Korea South-East Power Co., Ltd,한국남동발전,,유향열,E,1101112207119,1208619151,경상남도 진주시 사들로123번길 32 (충무공동),www.koenergy.kr,,070-8898-1169,050-5027-2357,3511,20010402,12
(주)동양,TONGYANG Inc,동양,001520,정진학,Y,1101110005333,1168134352,서울특별시 영등포구 국제금융로2길 24 -,www.tongyanginc.co.kr,www.tongyanginc.co.kr,02-6150-7000,02-6150-7159,23322,19550825,12
(주)에이디테크놀로지,ADTechnology Co., Ltd.,에이디테크놀로지,200710,김준석,K,1311110081627,1298153729,경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워),www.adtek.co.kr,,031-776-7575,031-8018-0399,2611,20020823,12
조일알미늄(주),CHOIL ALUMINUM CO., LTD,조일알미늄,018470,이영호,Y,1701110021543,5028107788,경상북도 경산시 진량읍 공단6로 98,www.choilal.co.kr,,053-856-5252,053)856-5257,24222,19850919,12
(주)유라테크,YURA TECH. CO., LTD.,유라테크,048430,엄대열,K,1101110529820,3078102043,세종특별자치시 전동면 아래깊은내길 25 주식회사 유라테크,www.yuratech.co.kr,,070-7878-1500,031-780-6841,281,19870507,12
(주)셀바스헬스케어,SELVAS Healthcare, Inc.,셀바스헬스케어,208370,유병탁,K,1101115530111,1078831025,대전광역시 유성구 신성로 155 (신성동),www.selvashealthcare.com,,042-864-4460,02-3771-3619,271,20141002,12
(주)테스,TESCO.,LTD.,테스,095610,주숭일, 이재호 (각자 대표이사),K,1345110064482,1358157375,경기도 용인시 처인구 양지면 중부대로 2374-36,www.hites.co.kr,www.hites.co.kr,031-323-2552,031-323-2555,29271,20020919,12
에스지신성건설주식회사,SG Shinsung Engineering & Construction Co.,Ltd,에스지신성건설,001970,윤상담,E,1101110030463,2208112467,서울특별시 금천구 디지털로10길 35 (가산동) 3층,www.sscorp.co.kr,,02-3459-2000,02-3459-2080,41221,19570316,12
지엠비코리아(주),GMB Korea Corp.,지엠비코리아,013870,정세영, 변종문,Y,1942110000399,6098102857,경상남도 창원시 성산구 웅남로 618(성산동),www.gmb.co.kr,,055-263-2131,055-261-1926,303,19790320,12
이트론(주),E-TRON CO.,LTD.,이트론,096040,황철운,K,1101111803976,1058604644,서울특별시 금천구 범안로 1130 디지털엠파이어빌딩1203호,www.e-trons.co.kr,,02-528-9377,02-851-2533,263,19991108,12
평화정공(주),PYEONG HWA AUTOMOTIVE CO., LTD.,평화정공,043370,김상태, 이재승(각자대표이사),K,1701110021006,5038106628,대구 달서구 대천동 1032번지,www.phauto.co.kr,,(053)350-6311,053-350-6329,303,19850411,12
삼부토건(주),SAMBU CONSTRUCTION CO.,LTD,삼부토건,001470,이응근,Y,1101110041634,1048100771,서울특별시 중구 퇴계로 63 삼부빌딩,www.sambu.co.kr,,02-3706-2114,02)756-3908,41221,19550514,12
(주)아바텍,AVATEC CO.,LTD.,아바텍,149950,박명섭 공동대표이사, 위지명 공동대표이사,K,1701110179623,5038146784,대구광역시 달서구 달서대로 85길 100,www.avatec.co.kr,,053-592-4060,053-592-1030,26211,20000901,12
엠케이전자(주),MKElectron,엠케이전자,033160,이진,K,1345110004412,1358106406,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자,www.mke.co.kr,,031-330-1900,0313386817,262,19821216,12
대주전자재료(주),DaejooElectronicMaterialsCo.,Ltd.,대주전자재료,078600,임일지,임중규(각자대표),K,1301110007616,1338123923,경기 시흥시 정왕동 1236-10,www.daejoo.co.kr,,(031)498-2901,031-498-2902,2629,19810706,12
(주)지누스,ZINUS INC,지누스,013890,이윤재,E,1347110002553,1248128792,경기도 성남시 분당구 야탑로81번길 10 8층(야탑동, 분당아미고타워),www.zinus.co.kr,www.zinus.com,0316221700,0316221701,46800,19790308,12
대림씨엔에스 주식회사,DAELIM C&S CO.,LTD,대림씨엔에스,004440,배동호,Y,1101110061228,1028137869,서울특별시 중구 을지로5길 16 삼화타워 5층,www.daelimcns.co.kr,,02-311-3300,02-311-3399,23325,19651231,12
(주)에이씨티,ACT Co., Ltd.,에이씨티,138360,Kye Won Kim, Kwok Ho Wong (각자 대표이사),K,1355110151022,1408101965,충청북도 음성군 삼성면 하이텍산단로 62,www.actcos.com,www.actcos.com,031-695-8233,043-883-9350,20423,20040630,12
(주)에스에스지닷컴,SSG.COM Corp.,에스에스지닷컴,,최우정,E,1101116968436,8708801143,서울특별시 중구 남대문시장10길 2,,,02-317-9664,02-317-9699,479,20181227,12
대림비앤코(주),DAELIM B&Co CO.,LTD,대림비앤코,005750,강태식,Y,1942110000018,6098100261,경상남도 창원시 성산구 공단로 52,www.daelimbnco.com,,055-280-8400,02-3141-9342,23222,19680920,12
(주)티에스아이,TSI Co.,Ltd.,티에스아이,277880,표인식,N,1313110109110,1258196518,경기도 평택시 서탄면 수월암3길 43,www.taesungind.co.kr,,031-667-2623,031-353-6968,292,20110701,12
삼성카드(주),SAMSUNG CARD CO.,LTD,삼성카드,029780,원기찬,Y,1101110346901,2028145602,서울특별시 중구 세종대로 67,www.samsungcard.co.kr,,02-1588-8700,757-6056,64913,19830324,12
에스케이바이오사이언스,SK bioscience Co.,Ltd.,에스케이바이오사이언스,,안재용,E,1311110523736,8188600991,경기도 성남시 분당구 판교로 310,https://www.skbioscience.co.kr,,02-2008-2200,02-2008-2739,21102,20180701,12
주식회사 얍컴퍼니,YAP Company,얍컴퍼니,,안경훈,E,1101115168839,1148710109,서울특별시 종로구 율곡로 6 (중학동, 트윈트리빌딩)A동 16,17층,www.yap.net,,070-5099-2706,02-525-2658,639,20130627,12
(주)성원,Sungwon Co.,Ltd.,성원,015200,오권석,E,1243110006349,1308106089,전라남도 광양시 광양읍 초남공단2길 5 주식회사 성원,www.sungwonpipe.co.kr,,061-797-1100,061-763-9905,2413,19801226,12
(주)남영비비안,NAMYEUNG VIVIEN CORPORATION,남영비비안,002070,남석우,Y,1101110030934,1078111092,서울특별시 용산구 서빙고로51길 52,www.namyeung.co.kr,,02-3780-1114,02-3780-1534,14120,19570614,12
(주)뉴파워프라즈마,New Power Plasma Co.,Ltd,뉴파워프라즈마,144960,위순임,K,1101111784952,2128144110,경기도 수원시 영통구 신원로 176 (신동),newpower.co.kr,,031-612-7600,031-612-7699,29271,19991007,12
(주)케이티서브마린,KT Submarine Co., Ltd.,KT서브마린,060370,이철규,K,1801110181428,6188118519,부산광역시 해운대구 송정광어골로 42,www.ktsubmarine.co.kr,,(051)704-0004,(051)704-0030,423,19950417,12
(주)이녹스,INNOXCorporation,이녹스,088390,박정진,K,1346110018221,1258140130,충청남도 아산시 둔포면 아산밸리로 171,www.innoxcorp.com,,031-727-9191,041-531-2772,64992,20011108,12
(주)제이와이피엔터테인먼트,JYP Entertainment Corporation,JYP Ent.,035900,정욱,K,1101111264764,2298109576,서울특별시 강동구 강동대로 205 (성내동, JYP Center 빌딩),www.jype.com,,02-2225-8100,02-6919-2693,59201,19960425,12
(주)국보디자인,KUKBO DESIGN,국보디자인,066620,황창연,K,1101110564066,1028122615,서울특별시 마포구 서교동 477-22,www.ikukbo.com,,(02)738-2700,02-736-1006,424,19880302,12
(주)액트로,ACTRO CO.,Ltd,액트로,290740,하동길,K,1352110033862,1388178118,경기도 용인시 기흥구 흥덕1로 13 제타워동 35층 제에이3504호,www.actro.co.kr,,031-689-4567,031-629-6717,292,20120904,12
덕산네오룩스(주),DUK SAN NEOLUX CO.,LTD,덕산네오룩스,213420,이준호, 이수훈(각자 대표이사),K,1615110176036,3128674729,충청남도 천안시 서북구 입장면 쑥골길 21-32,www.dsneolux.co.kr,,041-590-5400,041-590-5499,262,20141231,12
삼목에스폼(주),SAMMOK S-FORM CO.,LTD.,삼목에스폼,018310,엄석호,K,1101110400377,1338123898,경기도 안성시 미양면 안성맞춤대로 474-40,www.sammok.co.kr,,02 -561 -0941,02 -561 -5194,2511,19850607,12
(주)태영건설,TAEYOUNG ENGINEERING & CONSTRUCTION,태영건설,009410,이재규,Y,1101110155451,1058174543,경기도 고양시 일산동구 정발산로 24,www.taeyoung.com,,031-910-6999,02)3270-6920,41221,19731120,12
(주)홈센타홀딩스,Home Center Holdings Co.,Ltd,홈센타홀딩스,060560,박 병 윤,K,1760110003901,5048117069,대구광역시 북구 노원로 139-6,www.home-center.co.kr,,053-210-5140,053-351-6711,64992,19880725,12
(주)지누스,ZINUS INC,지누스,013890,이윤재,E,1347110002553,1248128792,경기도 성남시 분당구 야탑로81번길 10 8층(야탑동, 분당아미고타워),www.zinus.co.kr,www.zinus.com,0316221700,0316221701,46800,19790308,12
케이씨그린홀딩스(주),KC Green Holdings Co.,Ltd.,KC그린홀딩스,009440,이태영,Y,1101110155683,1058170848,서울특별시 마포구 상암산로 34디지털큐브 12층,www.kcgreenholdings.com,,02-320-6311,023206353,64992,19731127,12
SK네트웍스(주),SKNetworksCompanyLimited,SK네트웍스,001740,최신원, 박상규 (각자 대표이사),Y,1301110005199,1248100718,서울특별시 중구 남대문로 90 5-3 SK네트웍스,www.sknetworks.co.kr,,070-7800-2114,070-7800-0097,467,19560324,12
(주)메리츠금융지주,MERITZ FINANCIAL GROUP INC.,메리츠금융지주,138040,김용범,Y,1101114566406,2208814824,서울특별시 강남구 강남대로 382,www.meritzgroup.com,,02-2018-6824,02-2018-6899,64992,20110328,12
주식회사 삼양패키징,SAMYANG PACKAGING CORPORATION,삼양패키징,272550,이경섭,Y,1101115554418,1018693655,서울특별시 종로구 종로33길 31,www.samyangpackaging.co.kr/,,02-740-7827,02-740-7766,22232,20141101,12
(주)이즈미디어,isMedia Co., Ltd,이즈미디어,181340,홍성철,K,1358110087437,1248602685,경기도 안양시 동안구 시민대로327번길 12-18,www.ismedia.com,,031-427-8411,0316461308,27212,20021120,12
CJ씨푸드(주),CJ SEAFOOD CORPORATION,CJ씨푸드,011150,이인덕, 강연중(각자대표),Y,1101110215578,2298112289,경기도 성남시 중원구 둔촌대로388번길 32 (상대원동),www.cjseafood.net,,031-730-9114,031-746-1606,10799,19760315,12
(주)데일리블록체인,DAYLI BlockChain Co.,LTD.,데일리블록체인,139050,김남진,K,1211110142596,1388132903,경기도 안양시 만안구 예술공원로 153-323층(석수동 825-1 3층),-,,031-470-4803,031-388-4827,62021,20060220,12
씨에스윈드(주),CS Wind Corporation,씨에스윈드,112610,김성권, 김성섭,Y,1101113509887,2128176626,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩,www.cswindcorp.com,,041-901-1827,0419011999,2511,20060816,12
(주)상지카일룸,Sangji Caelum, Inc.,상지카일룸,042940,최기보,K,1311110004554,1298104500,서울특별시 강남구 도산대로 458 3층 (청담동, 리츠타워),www.sangji.co.kr/,,02-517-5174,070-4850-8065,423,19790621,12
(주)아이에스이커머스,ISE Commerce Company Limited,아이에스이커머스,069920,김응상,K,1101112192493,1018168210,서울특별시 강남구 영동대로 648 (삼성동,삼안빌딩 5층),www.isecommerce.co.kr,,02-2191-3500,02-6948-9477,479,20010314,12
쿠쿠홀딩스(주),Cuckoo Holdings Co.,Ltd,쿠쿠홀딩스,192400,구본학,Y,1845110000634,6218102895,경상남도 양산시 유산공단2길 14(교동),www.cuckoo.co.kr,,055-380-0734,0553890709,649,19781115,12
LS산전(주),LS INDUSTRIAL SYSTEMS CO.,LTD,LS산전,010120,구자균, 박용상, 남기원,Y,1101110520076,1168119273,경기도 안양시 동안구 엘에스로 127 LS타워,www.lsis.biz/,,02-2034-4237,02-2034-4950,28112,19740724,12
(주)대창스틸,DaeChang Steel CO., LTD.,대창스틸,140520,문창복, 문경석,K,1101110276116,1398100044,인천광역시 남동구 아암대로 1213,www.dcsteel.com,,032-816-7700,032-816-7790,24122,19800610,12
(주)인텍플러스,INTEKPLUS CO., LTD,인텍플러스,064290,이상윤,K,1101111204637,1058174771,대전광역시 유성구 테크노2로 263 (주)인텍플러스,www.intekplus.com,,042-930-9900,042-930-9999,292,19951013,12
