crp_nm,crp_nm_e,crp_nm_i,stock_cd,ceo_nm,crp_cls,crp_no,bsn_no,adr,hm_url,ir_url,phn_no,fax_no,ind_cd,est_dt,acc_mt
(주)오르비텍,Orbitech Co., Ltd.,오르비텍,046120,각자대표 (강상원, 권동혁),K,1101110753734,1128127107,서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어),orbitech.co.kr,,02-852-2223,02-861-1298,7291,19910305,12
새론오토모티브(주),SAERONAUTOMOTIVE CORPORRATION,새론오토모티브,075180,서인석, 이시이 야스지,Y,1615110030026,3128135376,충청남도 천안시 동남구 병천면 가전5길 133,www.saeronauto.co.kr,,041-560-4114,041-560-9219,303,19990331,12
(주)리노스,LEENOS CORP.,리노스,039980,김웅, 박병근 (각자 대표이사),K,1101110747414,2148607396,서울특별시 서초구 효령로 317 대한건축사협회 5~6층,www.leenos.co.kr,,(02)3489-6800,02-3489-6805,474,19910201,12
주식회사 피피아이,PHOTONICS PLANAR INTEGRATION TECHNOLOGY INC.,피피아이,,김진봉,E,2001110105176,4098149801,광주광역시 북구 첨단과기로 345 (주)피피아이,www.ppitek.com,www.ppitek.com,062-972-0116,062-972-0117,26410,19990921,12
그랜드백화점(주),Grand Departmentstore Co.,Ltd.,그랜드백화점,019010,김만진,K,1101110252405,1208114656,서울특별시 강남구 선릉로62길 15,www.granddept.co.kr,www.granddept.co.kr,02-3665-0101,02-2657-2249,47111,19790427,12
케이비캐피탈(주),KB CAPITAL CO,. LTD,케이비캐피탈,021960,황수남,E,1301110013499,1248125121,경기도 수원시 팔달구 효원로 295,www.kbcapital.co.kr,,02-1544-1200,031-220-8188,64911,19890912,12
(주)광진윈텍,KWANGJINWINTECCO.,LTD,광진윈텍,090150,신규진,K,1845110020244,6218132365,부산광역시 기장군 장안읍 장안산단9로 110,www.kwangjinwintec.com,ir@kwangjinwintec.com,051-711-2222,051-711-2525,303,19990206,12
롯데정밀화학(주),LOTTE Fine Chemical Co., Ltd.,롯데정밀화학,004000,이홍열,Y,1812110000013,6108100029,울산광역시 남구 여천로217번길 19,www.lottefinechem.com,,052-270-6112-4,031-8061-3146,20119,19640827,12
현대차증권(주),HYUNDAI MOTOR SECURITIES CO.,LTD.,현대차증권,001500,이용배,Y,1101110019962,1168134691,서울특별시 영등포구 국제금융로2길 32,www.hmcib.com,,02-3787-2114,02-782-0086,66121,19550726,12
애경유화(주),AEKYUNG PETROCHEMICAL CO., LTD,애경유화,161000,임재영,Y,1101114951243,1138663305,서울특별시 구로구 공원로 7,www.akp.co.kr,,02-850-2000,02-838-8434,201,20120903,12
한국전력기술(주),KEPCO Engineering & Construction Company, Inc,한전기술,052690,이배수,Y,1101110186307,1208101490,경상북도 김천시 혁신로 269 (율곡동),www.kepco-enc.com,,031-289-3114,031-289-4419,72129,19751001,12
삼화전자공업(주),SAMWHA ELECTRONICS CO.,LTD,삼화전자공업,011230,오영주, 송정권(각자대표),Y,1348110000563,1248102768,경기도 용인시 처인구 남사면 경기동로 215 삼화전자공업(주),www.samwha.co.kr,,031-374-5501,02-546-7354,265,19760401,12
에스케이에이씨피씨제4호기업인수목적(주),SK ACPC NO.4 SPECIAL PURPOSE ACQUISITION CO., LTD.,SK4호스팩,307070,박신규,K,1101116852738,1238701185,서울특별시 영등포구 국제금융로8길 31 4층,,,02-3773-9151,,661,20180824,12
(주)아모레퍼시픽,AMOREPACIFIC CORP.,아모레퍼시픽,090430,서경배, 안세홍,Y,1101113471036,1068643373,서울특별시 용산구 한강대로 100 (한강로2가),www.apgroup.com,,02-6040-5114,02-6040-6349,20423,20060601,12
(주)아이씨케이,ICK Co., Ltd.,아이씨케이,068940,김남주,K,1701110141812,5018123451,대구광역시 달서구 호산동로7길 17,www.cardnsoft.com,,053-592-3433,053-592-3438,26293,19981110,12
(주)엘오티베큠,LOTVacuum.Co.,Ltd.,엘오티베큠,083310,오흥식,K,1615110049069,3128156143,경기도 안성시 공단1로 68,www.lotvacuum.com,,031-677-4431,031-677-4434,29271,20020323,12
엘아이지넥스원(주),LIG Nex1 Co., Ltd.,LIG넥스원,079550,김지찬,Y,1101111516933,2158635051,경기도 용인시 기흥구 마북로 207 엘아이지넥스원(주),www.lignex1.com,,1644 - 2005,02-2005-5392,25200,19980225,12
(주)바른테크놀로지,BARUN Technology CO.,LTD.,바른테크놀로지,029480,김동섭,K,1101110779152,2208110756,서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워),www.kdccorp.co.kr,,02 -3459-0620,0234590539,26410,19910527,12
(주)테크윙,Techwing, Inc.,테크윙,089030,나윤성,K,1348110072942,1248198532,경기도 화성시 동탄면 동탄산단6길 37,techwing.co.kr,,031-378-5640,031-378-5648,29271,20020801,12
(주)정다운,JUNGDAWN Co., Ltd.,정다운,208140,김 선 철,K,1101115542497,1078831874,전라남도 나주시 동수농공단지길 137-17 (주)정다운,,,02-6923-7426,02-6923-7986,101,20141020,12
(주)효성,HYOSUNG CORPORATION,효성,004800,Hyun-Jun Cho, Kyoo-Young Kim,Y,1101110030497,1058159519,서울특별시 마포구 마포대로 119 (공덕동),www.hyosung.com,,02-707-7000,707-6498,20501,19661103,12
(주)포메탈,FORMETAL CO., LTD,포메탈,119500,오호석,K,1301110010669,1348106140,충청남도 서산시 지곡면 무장산업로 229-7,www.formetal.co.kr,,041-670-6200,041-668-7316,259,19691015,12
(주)엘에이티,LAT CO., LTD.,엘에이티,,김흥환,E,1358110325457,5108135927,경기도 오산시 가장산업서북로 3 (가장동),www.lat7.com,,031-324-0268,031-324-0205,29272,20170919,12
(주)동운아나텍,DONGWOON ANATECH CO.,LTD.,동운아나텍,094170,김동철,K,1101113487546,2148792814,서울특별시 서초구 남부순환로 2351, 아리랑타워 9층,www.dwanatech.com,,02-3465-8765,02-3465-8766,2611,20060701,12
한솔로지스틱스(주),Hansol Logistics CO., Ltd,한솔로지스틱스,009180,황규호,Y,1101110150659,1028141359,서울특별시 중구 을지로 100 파인애비뉴 B동 22층,www.hansollogistics.com,,02-3287-7400,02-6031-0981,5299,19730814,12
(주)큐리언트,Qurient Co., Ltd.,큐리언트,115180,남기연,K,1101113926875,2098147197,경기도 성남시 분당구 판교로 242, C동 8층,www.qurient.com,,031-8060-1600,031-8060-1649,70113,20080702,12
(주)피엔풍년,PNPOONGNYUN CO.,LTD,PN풍년,024940,유재원,K,1101110155378,1348108319,경기도 안산시 단원구 별망로 620,www.saekwang.co.kr,,02-2008-1030,02 -677 -0698,2599,19731117,12
오스템임플란트(주),OSSTEMIMPLANT.CO.,Ltd,오스템임플란트,048260,엄태관,K,1101111361669,1128147103,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층,www.osstem.com,,02-2016-7000,02-2025-8971,27191,19970108,12
(주)엔에스스튜디오,NS STUDIO,엔에스스튜디오,,윤상규,E,1101114691683,1208773389,경기도 성남시 분당구 성남대로926번길 10 (야탑동),www.nsstudio.co.kr,,031-697-8690,031-697-8720,5821,20110921,12
(주)네오펙트,NEOFECT Co.,Ltd,네오펙트,290660,반호영,K,1101114362531,1198629663,경기도 용인시 수지구 죽전로 152, 서관 401호,www.neofect.com,,031-889-8521,031-8005-4121,27199,20100603,12
인천도시가스(주),INCHON CITY GAS,인천도시가스,034590,정진혁,Y,1201110014027,1378102459,인천광역시 서구 백범로934번길 23,www.icgas.co.kr,,-1600-0002,032-576-2710,35200,19830307,12
에이아이비트 (주),AIBIT Co., Ltd.,에이아이비트,039230,박준일,K,1101111284259,1198121292,서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리),tscmemsys.com,,02-3282-7026,02-858-8529,272,19960619,12
(주)에스지엔지,SG&G Corporation,SG&G,040610,이 의 범,K,1101110984199,2208140774,경기도 성남시 분당구 대왕판교로606번길 47 SG타워 7층,www.sgng.com,,02-2105-6315,02-838-0572,303,19931108,12
국일제지(주),KUK-IL PAPER MFG CO.,LTD,국일제지,078130,최부도, 최우식(각자대표),K,1345110001377,1358101449,경기도 용인시 처인구 이동면 백옥대로 563,www.kukilpaper.co.kr,,(031)339-9100,031-627-9370,179,19780821,12
(주)아이앤씨테크놀로지,I&C Technology Co., Ltd.,아이앤씨,052860,박창일,K,1101111342213,1208167380,경기도 성남시 분당구 판교로255번길 24,www.inctech.co.kr,,031-696-3300,031-696-3388,2611,19961115,12
비나텍(주),VINA TECH CO.,LTD,비나텍,126340,성도경,N,1341110067418,1238149760,전라북도 전주시 덕진구 운암로 15,www.vina.co.kr,,063-715-3020,063-715-3021,26291,19990726,12
(주)모바일리더,Mobileleader Co., Ltd.,모바일리더,100030,정 정 기,K,1101111887491,2208178872,서울특별시 강남구 강남대로 330(역삼동, 우덕빌딩 5층),mobileleader.com,,02-2051-4151,02-3454-1100,58222,20000223,12
(주)라이브플렉스,LIVEPLEX CO., LTD.,라이브플렉스,050120,김병진,K,1801110031516,6218121761,서울특별시 강남구 언주로 702 8층 (논현동),www.liveplex.co.kr,,02-3446-4875,02-3446-4873,46419,19770620,12
에이피시스템(주),Advanced Process Systems Corporation,AP시스템,265520,김영주,K,1348110400341,2048700511,경기도 화성시 동탄면 동탄산단8길 15-5,www.apsystems.co.kr,,031-379-2700,031-379-2800,29272,20170302,12
삼성바이오로직스(주),SAMSUNG BIOLOGICS CO.,LTD.,삼성바이오로직스,207940,김태한,Y,1201110566317,1318627632,인천광역시 연수구 송도바이오대로 300,www.samsungbiologics.com,,032-455-3114,032-455-3825,21102,20110422,12
대창단조(주),DAECHANG FORGING CO.,LTD,대창단조,015230,박권일,Y,1801110039396,6068130107,경상남도 김해시 생림면 봉림리 1072-1,www.dcf.co.kr,,055-329-3911,055-329-5097,303,19810101,12
(주)휴메딕스,Humedix Co., Ltd.,휴메딕스,200670,정구완,K,1101112727141,2048176343,경기도 안양시 동안구 학의로 268603호,www.humedix.com,,070-7492-5600,031-420-5650,21210,20030227,12
상신이디피(주),SANGSINENERGYDISPLAYPRECISIONCO.,LTD,상신이디피,091580,김일부,K,1348110016007,1248117179,경기도 수원시 영통구 덕영대로1483번길 36,www.ssedp.co.kr,,031-205-9242,031-205-0877,28202,19920128,12
현대트랜시스주식회사,HYUNDAI DYMOS INC.,현대트랜시스,,조원장,E,1614110008562,3108112926,충청남도 서산시 성연면 신당1로 105 (갈현리, 현대다이모스(주)),www.hyundai-dymos.com,,031-369-9673,031-369-9669,30,19991228,12
태양기계(주),Sun Machinery Co.,LTD,태양기계,116100,박창엽,N,1348110014126,1248138738,경기도 화성시 팔탄면 푸른들판로 843-24,www.sun-mc.co.kr,www.sun-mc.co.kr,031-354-9150,031-354-9159,303,19900501,12
휴마시스(주),HUMASIS CO., LTD.,휴마시스,205470,차정학,K,1101115503308,1078827778,경기도 안양시 동안구 전파로 88 신원비젼타워 114호.502호.504호.604호.604-1호.비03-1호.비03-2호,www.humasis.com,,031-478-8585,,213,20140829,12
(주)하츠,HAATZ Inc.,하츠,066130,김성식,K,1156110003902,1288106145,경기도 평택시 진위면 동부대로 202,www.haatz.co.kr,,(02)3438-6700,02-511-7018,28519,19881010,12
(주)디오,DIO Corporation,디오,039840,김진백,K,1845110003290,6218101561,부산광역시 해운대구 센텀서로 66,dio.co.kr,,051-745-7777,0517457779,27192,19880125,12
(주)인디에프,In the F,인디에프,014990,손수근,Y,1101110279996,1208117274,서울특별시 강남구 테헤란로104길 21,www.inthef.co.kr,,02-3456-9000,02-568-8835,14112,19800908,12
(주)빅텍,VICTEK. Co., Ltd.,빅텍,065450,임만규,K,1341110048674,1238139826,경기도 이천시 마장면 덕이로 180-31,www.victek.co.kr,,(031)631-7301,031-631-7311,27211,19960109,12
(주)유바이오로직스,EuBiologics Co., Ltd.,유바이오로직스,206650,백영옥,K,1101114294122,2118840314,서울특별시 서초구 마방로 8 봄날아침빌딩 6층,www.eubiologics.com,,02-572-6675,0507-891-2537,701,20100310,12
진양제약(주),JIN YANG PHARMACEUTICAL. CO., LTD,진양제약,007370,최재준,K,1101110233629,2148110673,서울특별시 서초구 효령로 231,www.jinyangpharm.co.kr,,02-3470-0300,02-3470-0390,21210,19780607,12
(주)소리대장간,Sound Smithy,소리대장간,,장기현,E,1601110431637,5338700438,대전광역시 대덕구 신일동로17번길 5 (신일동, 테크노시티) 1006호,www.soundsmithy.com,,1588-3975,042-936-2126,26529,20160801,12
아이비케이에스제5호기업인수목적 주식회사,IBKS NO.5 SPECIAL PURPOSE ACQUISITION COMPANY,IBKS제5호스팩,254120,김형준,K,1101116178564,5108700492,서울특별시 영등포구 국제금융로6길 11, 9층(여의도동, 삼덕빌딩),없음,,02-6915-5361,,66199,20160920,12
(주)디에이피,DAP Co., Ltd,디에이피,066900,권오일, 최봉윤,K,1244110006602,1398111954,경기도 안성시 미양면 보체리 404-1,www.dapmc.co.kr,,031-677-0005,031-677-0067,2622,19871128,12
(주)엔케이맥스,NKMAX Co.,Ltd.,엔케이맥스,262760,조용환,N,1311110434149,1418146932,경기도 성남시 분당구 돌마로 172 (정자동, 분당서울대학교,www.nkmax.com,,031-603-9219,031-603-0040,21210,20160106,12
(주)비상교육,VISANG EDUCATION INC,비상교육,100220,양태회,Y,1101112427098,2118707735,서울특별시 구로구 디지털로 33길 48 (구로동,대륭포스트타워7차19층),www.visang.com,,154-4055-4,02-3443-2551,5811,20020121,12
(주)와이지엔터테인먼트,YG Entertainment Inc.,와이지엔터테인먼트,122870,양민석,K,1101111516397,1058191810,서울특별시 마포구 희우정로1길 3,www.ygfamily.com,,02-3142-1104,02-3142-0288,59201,19980224,12
(주)하이텍팜,HIGH TECH PHARM CO.,LTD.,하이텍팜,106190,김정수,K,1545110012907,3038120127,충청북도 충주시 대소원면 첨단산업6로 12 (주)하이텍팜,www.htpharm.com,,043-883-0012,043-883-0014,467,19980901,12
(주)실리콘웍스,Silicon Works Co., Ltd.,실리콘웍스,108320,손보익,K,1601110089395,3148129147,대전광역시 유성구 테크노2로 222,www.siliconworks.co.kr,http://www.siliconworks.co.kr/kor/main/,042-712-7700,042-710-7728,2612,19991111,12
유성기업(주),YOOSUNG ENTERPRISE CO.,LTD,유성기업,002920,최철규, 류현석(각자대표),Y,1243110000755,1308104489,충청남도 아산시 둔포면 아산밸리동로 22,www.ypr.co.kr,,02-564-2351,02-564-2341,303,19600318,12
삼정펄프(주),SAM JUNG PULP CO.,LTD.,삼정펄프,009770,전성오,Y,1347110000333,1258100201,경기도 평택시 고덕면 해창리 250,www.sjpulp.com,,02-743-7071,,171,19740409,12
(주)광주은행,Kwangju Bank Co., Ltd.,광주은행,192530,송종욱,E,2001110396882,4088608817,광주광역시 동구 제봉로 225,www.kjbank.com,,062-239-5000,,64121,20140508,12
(주)씨씨에스충북방송,KOREA CABLE T.V CHUNG-BUK SYSTEM CO., LTD.,씨씨에스,066790,이현무 (단독대표이사),K,1511110009906,3038118621,충북 충주시 용산동 35,www.ccstv.co.kr,,043-850-7104,0438553301,60222,19970715,12
(주)제이에스코퍼레이션,JS Corporation,제이에스코퍼레이션,194370,홍재성,Y,1101110554992,2198103482,서울특별시 강남구 개포로 640,www.jskor.com,www.jskor.com,02-2040-3400,02-2040-3429,15121,19880201,12
(주)후성,FOOSUNG CO.,LTD,후성,093370,송한주, 김용민,Y,1314110189425,1348634812,경기도 화성시 팔탄면 현대기아로 72-37,www.foosungchem.com,,031-627-4328,02-555-0958,20129,20061124,12
주식회사 한솔교육,HANSOL EDUCATION Co., Ltd.,한솔교육,,변재용,E,1101110793061,1058148593,서울특별시 마포구 월드컵북로 361 26층,www.eduhansol.co.kr,,02)2001-5500,02)2001-5696,85502,19910719,12
한국프랜지공업(주),KOREA FLANGE CO.,LTD,한국프랜지공업,010100,손진현,Y,1812110000443,6208100079,울산 동구 동부동 194,www.kofco.com,,052-233-5511,(052) 233-5995,303,19740715,12
(주)육일씨엔에쓰,RYUK-IL C&S., Ltd.,육일씨엔에쓰,191410,구자옥,K,1101113637810,1098607323,서울특별시 영등포구 국회대로70길 15-1 극동VIP빌딩 7층,www.61cns.co.kr,,02-2659-1116,031-615-6150,262,20070314,12
(주)슈피겐코리아,Spigen Korea Co., Ltd,슈피겐코리아,192440,김대영,K,1101114045848,1208736593,서울특별시 강남구 봉은사로 446 슈피겐HQ,www.spigen.co.kr,ir.spigen.co.kr,02-6713-6010,02-862-3452,339,20090218,12
