주식회사알에프세미,RFsemiTechnologies,Inc.,알에프세미,096610,이진효,K,1601110088660,3148128793,대전광역시 유성구 죽동로 141 -,http://www.rfsemi.co.kr/,,042-823-9682,042-823-9684,2612,19991022,12
주식회사 센트롤,SENTROL Inc.,센트롤,,최성환,E,1101115127546,1198671384,서울특별시 금천구 벚꽃로 278 1513호(가산동, SJ테크노빌),www.sentrol.net,,02-3397-5826,02-3397-5801,25999,20130503,12
(주)프로스테믹스,PROSTEMICS CO.LTD.,프로스테믹스,203690,박병순, 최은욱,K,1101115448520,1148718509,서울특별시 강남구 압구정로14길 22 -,www.prostemics.com,,02-545-2520,02-545-2819,21102,20140625,12
(주)요즈마비엠텍,YOZMA BMTECH CO,LTD.,요즈마비엠텍,,한승무,E,1801110263630,6038135874,경기도 성남시 중원구 사기막골로 137 (상대원동, 중앙인더스피아5차) 1001호,www.yozma-bmtech.com.com,,031-739-5544,031-739-5545,27111,19980808,12
(주)디이엔티,DE&TCo.,Ltd.,디이엔티,079810,배성민,K,1615110044697,3128150095,충청남도 천안시 동남구 수신면 장산동길 32,www.i-det.com,,031-831-4300,041)529-3599,29271,20010801,12
OCI스페셜티(주),OCI Specialty CO.,Ltd.,OCI스페셜티,,김인원,E,1615110108609,3128608587,충청남도 천안시 서북구 직산읍 4산단3로 15,www.ocis.co.kr,,041-580-0100,041-580-0109,28111,20090701,12
대신증권(주),DAISHIN SECURITIES CO.,LTD,대신증권,003540,나재철,Y,1101110042955,1168109076,서울특별시 중구 삼일대로 343 저동1가 대신파이낸스센터,www.daishin.com,,02-769-2000,769-2955,66121,19620727,12
신신제약(주),SINSIN PHARMACEUTICAL Co., LTD.,신신제약,002800,이영수,김한기,이병기(각자대표),K,1101110027353,1188104136,경기도 안산시 단원구 범지기로141번길 90,www.sinsin.com,,031-776-1111,031-776-1115,21210,19590909,12
(주)티씨케이,TOKAI CARBON KOREA CO., LTD,티씨케이,064760,쯔지 마사후미, 박영순 (각자대표),K,1346110007844,1258119772,경기도 안성시 미양면 개정산업단지로 71-,www.tck.co.kr,,(031)677-0277,031-677-0276,23999,19960807,12
더휴컴퍼니,thehue company. ltd,더휴컴퍼니,,권성제,E,1101112097130,2208710933,서울특별시 강남구 영동대로 312 6층(대치동, 디앤티모터스),,,02-2006-0285,02-6499-1572,46413,20050613,12
한국남부발전주식회사,Korea Southern Power Co., Ltd.,한국남부발전,,신정식,E,1101112207135,1208619165,부산광역시 남구 문현금융로 40 (문현동, 부산국제금융센터) 40 BIFC,www.kospo.co.kr,,070-7713-8143,02-6254-8140,3511,20010402,12
(주)휴온스,HUONS CO., LTD.,휴온스,243070,엄기안,K,1311110446029,8638700270,경기도 성남시 분당구 판교로 253 C-902,www.huons.com,,02-854-4700,02-6455-0740,21210,20160503,12
(주)아모레퍼시픽그룹,AMOREPACIFIC Group,아모레퍼시픽그룹,002790,서경배, 배동현,Y,1101110026644,1068100011,서울특별시 용산구 한강대로 100 (한강로2가),www.apgroup.com,,02-6040-5114,02-6040-6349,64992,19590306,12
코아스템(주),CORESTEM Inc.,코아스템,166480,김경숙,K,1501110077665,3018173201,경기도 성남시 분당구 판교로255번길 24 (삼평동),www.corestem.com,,02-497-3711,02-6349-8666,21210,20031230,12
(주)제우스,ZEUSCO.,LTD.,제우스,079370,이종우,K,1101110600430,2298105323,경기도 화성시 안녕남로 132 (주)제우스,www.globalzeus.com,,031-377-9500,031-377-3305,29272,19881212,12
GS파워(주),GS Power Co., Ltd.,GS파워,,김응식,E,1341110074744,1238157770,경기도 안양시 동안구 부림로 100,www.gspower.co.kr,,02-2005-4103,02-2005-4110,3511,20000607,12
(주)서연전자,SEOYON ELECTRONICS CO., LTD.,서연전자,012860,김상기,K,1301110008961,1348102523,경기도 수원시 권선구 산업로156번길 100 (고색동),www.seoyonelec.com,,031-5174-3000,03151743050,303,19780107,12
(주)서부티엔디,Seobu T&D Co.,Ltd,서부T&D,006730,승만호,K,1101110256788,1178101927,서울특별시 양천구 신정로 167,,,02 -2689 -0035,0226890030,468,19790713,12
(주)포스코,POSCO,포스코,005490,대표이사 회장 최정우, 대표이사 사장 장인화,Y,1746110000741,5068100017,경상북도 포항시 남구 동해안로 6261 (주) 포스코,www.posco.co.kr,,054-220-0114,0562)220-6000,2411,19680401,12
(주)세아특수강,SeAH SPECIAL STEEL CO., LTD,세아특수강,019440,전주병,Y,1746110005478,5068104497,경상북도 포항시 남구 괴동로 40,www.seahsp.co.kr,,054-285-4771,054-285-4095,24122,19861101,12
현대엠엔소프트(주),HYUNDAI MNSOFT, Inc.,현대엠엔소프트,,홍지수,E,1101111620239,2298135114,서울특별시 용산구 원효로 74,www.hyundai-mnsoft.com,,02-3483-8500,02-3483-8600,58221,19981215,12
원풍물산(주),WonpungMulsan,원풍물산,008290,이원기,이두식,K,1201110001769,1378101974,인천광역시 서구 가좌동 539-3,www.wonpung.com,,02-569-0433(#310),02-569-0434,14111,19721220,12
(주)마이크로프랜드,Micro Friend Inc.,마이크로프랜드,147760,조병호,K,1351110069710,1238198238,서울특별시 노원구 공릉로 232, 10층(공릉동, 서울테크노파크),www.microfriend.co.kr,,02-944-6400,02-944-6403,27212,20040512,12
SK증권(주),SK SECURITIES CO.,LTD,SK증권,001510,김 신,Y,1101110037112,1168136307,서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩,www.sks.co.kr,,02-3773-8245,02-3773-8107,66121,19550730,12
(주)덕성,DCKSUNG CO.,LTD,덕성,004830,이봉근,Y,1341110000096,1238100243,경기도 수원시 영통구 신원로 25,www.duksung21.com,,031-204-0781,0343) 470 _ 2007,22214,19661110,12
교보증권(주),KYOBO SECURITIES CO.,LTD.,교보증권,030610,김 해 준,Y,1101110018089,1168104407,서울특별시 영등포구 의사당대로 97 교보증권빌딩,www.iprovest.com,,02-3771-9000,02-3771-9135,66121,19491122,12
(주)디지털대성,Digital Daesung Co., Ltd.,디지털대성,068930,김희선,K,1101111902835,1148196124,서울특별시 서초구 방배로 181 단우빌딩,www.digitaldaesung.com,,(02)2104-8600,(02)597-3731,855,20000310,12
(주)디아이씨,DAE-IL Corporation,디아이씨,092200,김정렬,Y,1801110025147,6208110295,울산광역시 울주군 두동면 봉계농공길 8,dicorp.co.kr,,052-255-0500,052-262-6344,303,19760803,12
(주)에이치케이,HK CO., LTD.,에이치케이,044780,계명재,K,1201110059410,1398105656,경기도 화성시 양감면 사릅재길 117,www.hankwang.co.kr,,031-350-2800,031-350-2992,29221,19900530,12
세원셀론텍(주),SEWON CELLONTECH CO., LTD,세원셀론텍,091090,장정호, 유승주,Y,1101113489609,1078680236,서울특별시 영등포구 국제금융로 52 SIMPAC빌딩 3~5층,sewoncellontech.com,,02-2167-9000,055-261-3853,251,20060703,12
(주)에이프로젠,Aprogen, Inc,에이프로젠,,김재섭,E,1601110096168,3148132303,경기도 성남시 중원구 둔촌대로 545 (상대원동, 한라시그마밸리),www.aprogen.com,,031-8022-0521,02-575-1142,70113,20000404,12
성지건설(주),SUNGJEE CONSTRUCTION CO.,LTD,성지건설,005980,이용승,E,1101110098940,1058113677,경기도 용인시 수지구 수지로296번길 51-9,www.sungjee.com,,031-272-0972,(02) 3270-7070,41221,19690201,12
지에스이피에스(주),GS EPS CO.,LTD.,지에스이피에스,,김응식,E,1650110004621,3118108518,충청남도 당진시 송악읍 부곡공단로 241,www.gseps.com,,02-2005-8526,02-2005-8599,35113,19961009,12
(주)대창솔루션,DAECHANG SOLUTION CO.,LTD.,대창솔루션,096350,김대성,K,1801110028042,6038114879,부산광역시 강서구 화전산단1로 155 화전동,www.dcm.co.kr,,052-711-7700,052-711-7800,251,19771026,12
