crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,제이콘텐트리,036420,사업보고서 201812,20190401004270,제이콘텐트리,20190401,연
Y,평화홀딩스,010770,사업보고서 201812,20190401004269,평화홀딩스,20190401,연
K,코미팜,041960,사업보고서 201812,20190401004268,코미팜,20190401,연
Y,대웅제약,069620,사업보고서 201812,20190401004265,대웅제약,20190401,연
K,네패스신소재,087730,사업보고서 201812,20190401004260,네패스신소재,20190401,
E,비피유홀딩스,01150667,사업보고서 201812,20190401004257,비피유홀딩스,20190401,연
E,씨그널엔터테인먼트그룹,00232496,사업보고서 201812,20190401004258,씨그널엔터테인먼트그룹,20190401,연
K,매일유업,267980,사업보고서 201812,20190401004256,매일유업,20190401,연
Y,동아쏘시오홀딩스,000640,사업보고서 201812,20190401004255,동아쏘시오홀딩스,20190401,연
K,이에스브이,223310,기재정정사업보고서 201812,20190401004253,이에스브이,20190401,연
K,코나아이,052400,사업보고서 201812,20190401004251,코나아이,20190401,연
K,시큐브,131090,사업보고서 201812,20190401004250,시큐브,20190401,연
K,웰크론,065950,사업보고서 201812,20190401004247,웰크론,20190401,연
K,유신,054930,사업보고서 201812,20190401004245,유신,20190401,
E,SK종합화학,00852078,사업보고서 201812,20190401004244,SK종합화학,20190401,연
K,케이에스피,073010,사업보고서 201812,20190401004242,케이에스피,20190401,
E,환영철강공업,00166546,사업보고서 201812,20190401004243,환영철강공업,20190401,연
Y,LG유플러스,032640,사업보고서 201812,20190401004240,LG유플러스,20190401,연
Y,한샘,009240,사업보고서 201812,20190401004239,한샘,20190401,연
K,수성,084180,기재정정사업보고서 201812,20190401004238,수성,20190401,연
K,크루셜텍,114120,기재정정사업보고서 201812,20190401004235,크루셜텍,20190401,연
Y,셀트리온,068270,사업보고서 201812,20190401004234,셀트리온,20190401,연
K,웰크론강원,114190,사업보고서 201812,20190401004229,웰크론강원,20190401,연
K,젬백스,082270,사업보고서 201812,20190401004228,젬백스,20190401,연
Y,HDC현대산업개발,294870,사업보고서 201812,20190401004227,HDC현대산업개발,20190401,연
Y,풍산홀딩스,005810,사업보고서 201812,20190401004223,풍산홀딩스,20190401,연
E,티브로드,00413453,사업보고서 201812,20190401004221,티브로드,20190401,연
